analysisId,nctId,HYPERLINK,pValue,statisticalMethod,studyType,EARLY_PHASE1,PHASE1,PHASE2,PHASE3,PHASE4,outcomeTitle,outcomeType,groupDescription,conditionIds,briefTitle,has_less_than,N,model,I,R,C,JAB,FINDING,NOTES
0762d788d30bea044e9f39b55989b6f5,NCT02528188,NCT02528188,0.006,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Physical Function Subscale Reduction of >=30%, >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64",SECONDARY,Week 4: \>=70% reduction,D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1994,logistic_regression,NA,NA,NA,1.026023817,"There is a statistically significant association between treatment with Tanezumab 2.5 mg and increased odds of achieving a WOMAC Physical Function Subscale Reduction of >70%. Specifically, patients treated with Tanezumab 2.5 mg have higher odds of achieving this improvement at Week 4 compared to those treated with NSAID. ",
df74a228c17ef750f46c6eed7c859b2c,NCT02528188,NCT02528188,0.0068,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Pain Subscale Reduction >=30 Percent (%), >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64",SECONDARY,Week 4: \>=50% reduction,D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1994,logistic_regression,NA,NA,NA,1.148273821,"There is a statistically significant association between treatment with Tanezumab 5 mg and increased odds of achieving a WOMAC Physical Function Subscale Reduction of >50%. Specifically, patients treated with Tanezumab 5 mg have higher odds of achieving this improvement at Week 4 compared to those treated with NSAID. ",
db36289e27b7d7c845bcf159c2ece011,NCT02528188,NCT02528188,0.0076,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Number of Participants Who Withdrew Due to Lack of Efficacy,SECONDARY,"OR and 95% CI estimated from logistic regression model. Logistic regression model included baseline diary average pain, baseline WOMAC pain score, classification variables index joint, highest Kellgren-Lawrence grade, NSAID and treatment.",D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1998,logistic_regression,NA,NA,NA,1.270029982,"There is a statistically significant association between treatment with Tanezumab 2.5 mg and decreased odds of a participant withdrawing due to a lack of efficacy. Specifically, patients treated with Tanezumab 2.5 mg have lower odds of this compared to those treated with NSAID. ",
118f1e14a7c8b5b11e370195c6aae47f,NCT02528188,NCT02528188,0.0077,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Physical Function Subscale Reduction of >=30%, >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64",SECONDARY,Week 8: \>=70% reduction,D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1994,logistic_regression,NA,NA,NA,1.283708595,"There is a statistically significant association between treatment with Tanezumab 2.5 mg and increased odds of achieving a WOMAC Physical Function Subscale Reduction of >70%. Specifically, patients treated with Tanezumab 2.5 mg have higher odds of achieving this improvement at Week 8 compared to those treated with NSAID. ",
0e3cdc7c0fed523b8575350a066a49b5,NCT02528188,NCT02528188,0.0079,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Pain Subscale Reduction >=30 Percent (%), >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64",SECONDARY,Week 4: \>=50% reduction,D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1998,logistic_regression,NA,NA,NA,1.31483938,"There is a statistically significant association between treatment with Tanezumab 2.5 mg and increased odds of achieving a WOMAC Physical Function Subscale Reduction of >50%. Specifically, patients treated with Tanezumab 2.5 mg have higher odds of achieving this improvement at Week 4 compared to those treated with NSAID. ",
5e585187ade8a1af436491ea27c4c7e6,NCT02528188,NCT02528188,0.008,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Physical Function Subscale Reduction of >=30%, >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64",SECONDARY,Week 4: \>=30% reduction,D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1989,logistic_regression,NA,NA,NA,1.326739727,"There is a statistically significant association between treatment with Tanezumab 5 mg and increased odds of achieving a WOMAC Physical Function Subscale Reduction of >30%. Specifically, patients treated with Tanezumab 5 mg have higher odds of achieving this improvement at Week 4 compared to those treated with NSAID. ",
ead1ced08b2ae1f5be20c89787cf67f4,NCT02528188,NCT02528188,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Achieving Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Physical Function Subscale Reduction of >=30%, >=50%, >=70% and >=90% Response at Weeks 2, 4, 8, 16, 24, 32, 40, 48, 56 and 64",SECONDARY,Week 2: \>=50% reduction,D010003; D020370; D015207; D059350,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,FALSE,1994,logistic_regression,NA,NA,NA,1.621196392,"There is a statistically significant association between treatment with Tanezumab 2.5 mg and increased odds of achieving a WOMAC Physical Function Subscale Reduction of >50%. Specifically, patients treated with Tanezumab 2.5 mg have higher odds of achieving this improvement at Week 2 compared to those treated with NSAID. ",
99b74509f76ca4bbf68b2a6e2b67a244,NCT02465515,NCT02465515,0.003,Two-sample t-test,INTERVENTIONAL,0,0,0,0,1,Change in Estimated Glomerular Filtration Rate (eGFR) Calculated Using Modification of Diet in Renal Disease (MDRD) Formula,SECONDARY,NA,D003920; D003924,"Effect of Albiglutide, When Added to Standard Blood Glucose Lowering Therapies, on Major Cardiovascular Events in Subjects With Type 2 Diabetes Mellitus",FALSE,9432,t-test,NA,NA,NA,1.188467209,"8 months after treatment start, Albiglutide appears to reduce the Estimated Glomerular Filtration Rate (eGFR), a measure of kidney function, compared to Placebo in patients with Type II diabetes having a previous history of cardiovascular disease and not having optimal glycemic control.",
f2d67e708b88ce8e935774ce6e9d09f9,NCT02306122,NCT02306122,0.01,Logistic regression,INTERVENTIONAL,0,0,0,0,0,Probability of Resolution of Nonadherence Within 30 Days,PRIMARY,NA,D006937,Pharmacy Home Adherence Reporting and Monitoring Outcomes Study,TRUE,956,logistic_regression,NA,NA,NA,1.124570056,"There is a statistically significant association between providing patient nonadherence information to a physician and an increased probability of resolution of nonadherence. Specifically, the probability of resolving nonadherence within 30 days was 1.2 percentage points higher for patients for whom nonadherence information was sent to their physician compared to control patients.",
a686ade7e65ef5162dec7dd69120e91a,NCT02306122,NCT02306122,0.01,Linear regression,INTERVENTIONAL,0,0,0,0,0,Duration of Nonadherence Event,PRIMARY,NA,D006937,Pharmacy Home Adherence Reporting and Monitoring Outcomes Study,TRUE,956,linear_regression,NA,NA,NA,1.124570056,"There is a statistically significant association between providing patient nonadherence information to a physician and a longer duration of a nonadherence event. Specifically, the mean duration of a nonadherence event was 0.308 days longer for patients for whom nonadherence information was sent to their physician compared to control patients. The analysis was conducted over a 6-month period.",
fd6d2d15fda88313f91f0c9f42ea3756,NCT02297815,NCT02297815,0.008,Linear regression,OBSERVATIONAL,0,0,0,0,0,Health Related Quality of Life Score,PRIMARY,Propensity-score based full matching performed using patient and physician-level characteristics. Average treatment effect weights calculated and applied to a weighted linear regression.,D007239; D012852; D010612; D010033,Comparative Effectiveness of Antibiotics for Respiratory Infections,FALSE,2430,linear_regression,NA,NA,NA,1.465993768,"There is a statistically significant association between a prescription for a broad spectrum antibiotic and a lower health-related quality of life score. Specifically, children prescribed a broad spectrum antibiotic had a mean health-related quality of life score that was 1.40 points lower compared to children prescribed a narrow spectrum antibiotic. The analysis was conducted 5-10 days after an ARTI diagnosis.",
c6fe8998ef066fa905776340943fe66d,NCT02266277,NCT02266277,0.0026,Logistic regression,INTERVENTIONAL,0,0,0,0,0,Reliant Medical Group (RMG) Patients With Electronic Health Record (EHR) Documentation of Influenza Vaccine Completion for 2014/2015 Season,PRIMARY,NA,D007251; D011008,"System Alignment for VaccinE Delivery (SAVED): Improving Rates of Influenza and Pneumococcal Vaccination Through Patient Outreach, Improved Medical Record Accuracy and Targeted Physician Alerts",FALSE,10000,logistic_regression,NA,NA,NA,1.073792483,The odds ratio of Arm 2: E-portal Message With no IVR Call vs. Arm 4: No E-portal Message With no IVR Call is significant. Patients receiving an E-portal message for an influenza vaccine reminder are more likely to complete vaccination compared to  those who do not recieve an E-portal message.,
4331567a2d28d8ae1471aa122e2736ae,NCT02100631,NCT02100631,0.0062,Two-sample t-test,INTERVENTIONAL,0,0,0,1,0,Mean Fold Change in Vibriocidal Antibody Titer Between Day 1 and Day 11,OTHER_PRE_SPECIFIED,NA,D002771,"A Study of Live Oral Cholera Vaccine, PXVX200 in Healthy Older Adults",FALSE,2978,t-test,NA,NA,NA,1.290646905,There is a significant difference in mean log2 fold change between Day 1 and Day 11 in classical Inaba vibriocidal antibody titer attained by older adults (PXVX0200) versus younger adults (PXVX-VC-200-004) aged 18 - 45 yrs .,
bb627ac6da9d544ef5e00ceb8929b98b,NCT01972841,NCT01972841,0.009,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants With Zero Incontinence Episodes Per 24 Hours Using the Last 3 Diary Days at Weeks 4, 8, 12 and EoT",SECONDARY,"Odds ratio from a logistic regression model including treatment group, sex, age group (\<65, \>=65 years), previous OAB medication (yes, no) and geographic region as factors and baseline mean number of incontinence episodes per 24 hours during the last 3 days as a covariate.",D053201; D014570; D001745,"This Was a Multinational Study Comparing the Efficacy and Safety of Two Medicines , Solifenacin Succinate and Mirabegron Taken Together, or Separately, or a Mock Treatment (Placebo) in Subjects With Symptoms of Overactive Bladder",FALSE,1242,logistic_regression,NA,NA,NA,1.165992228,"There is a statistically significant association between a combination therapy of Solifenacin 5 mg and Mirabegron 50 mg and increased odds of having zero incontinence episodes per 24 hours. Specifically, participants receiving the combination therapy had 1.40 times the odds of having zero incontinence episodes per 24 hours compared to participants receiving Solifenacin 5 mg alone.",
c3dfa217a8b2d4b87b20f3c942375f89,NCT01972841,NCT01972841,0.009,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants Who Were Triple Responders (50% Reduction in Mean Number of Incontinence Episodes Per 24 Hours, at Least 10 Points Improvement on OAB-q Symptom Bother Scale and at Least 1 Point Improvement on PPBC) at Weeks 4, 8, 12 and EoT",SECONDARY,"Odds ratio from a logistic regression model including treatment group, sex, age group (\<65, \>=65 years), previous OAB medication (yes, no) and geographic region as factors, and baseline mean number of incontinence episodes per 24 hours, baseline OAB-q symptom bother scale and baseline PPBC as covariates.",D053201; D014570; D001745,"This Was a Multinational Study Comparing the Efficacy and Safety of Two Medicines , Solifenacin Succinate and Mirabegron Taken Together, or Separately, or a Mock Treatment (Placebo) in Subjects With Symptoms of Overactive Bladder",FALSE,1242,logistic_regression,NA,NA,NA,1.165992228,"There is a statistically significant association between a combination therapy of Solifenacin 5 mg and Mirabegron 50 mg and increased odds of being a triple responder. Specifically, participants receiving the combination therapy had 1.40 times the odds of being a triple responder compared to participants receiving Solifenacin 5 mg alone.",
7fec4eaa1844d9b19c40da527fbf6dbb,NCT01881373,NCT01881373,0.009,Linear regression,INTERVENTIONAL,0,0,0,0,0,Change in Waist Circumference,PRIMARY,The children from each community recruited each time were NOT the same children. The number of communities is consistent across time.,D000052; D009765; D056128,Children's Healthy Living Community Randomized Trial,FALSE,3987,linear_regression,NA,NA,NA,2.085147069,"There is a statistically significant association between the CHL program and a greater decrease in waist circumference. Specifically, the mean change in waist circumference was 1.64 cm less in children in communities with the CHL program compared to children in control communities. The analysis was conducted over a 78-month period.",
23d4abf648caa29057cbf5fea9491087,NCT01881373,NCT01881373,0.01,Logistic regression,INTERVENTIONAL,0,0,0,0,0,Prevalence of Acanthosis Nigricans,PRIMARY,intervention vs control. The children from each community recruited each time were NOT the same children. The number of communities is consistent across time.,D000052; D009765; D056128,Children's Healthy Living Community Randomized Trial,TRUE,3987,logistic_regression,NA,NA,NA,2.290524749,"There is a statistically significant association between the CHL program and a decreased prevalence of acanthosis nigricans. Specifically, the prevalence of acanthosis nigricans decreased by 3.6 percentage points more in communities with the CHL program compared to the control communities. The analysis was conducted over a 78-month period.",
7ea0e19e781340696105210339dc28a6,NCT01881373,NCT01881373,0.01,Logistic regression,INTERVENTIONAL,0,0,0,0,0,Prevalence of Acanthosis Nigricans,PRIMARY,Intervention vs control comparing 24 months to baseline.,D000052; D009765; D056128,Children's Healthy Living Community Randomized Trial,TRUE,5645,logistic_regression,NA,NA,NA,2.724819308,"There is a statistically significant association between the use of the CHL program and a decreased prevalence of acanthosis nigricans. Specifically, the prevalence of acanthosis nigricans decreased by 3.6 percentage points more in communities with the CHL program compared to control communities over a 24-month period. ",
8d2eaba75a68276644fd6cf6b9075ffe,NCT01773733,NCT01773733,0.002,Two-sample t-test,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Adverse Events,SECONDARY,NA,D009765,The PRIMAVERA Study: Reduxine Safety Monitoring in Patients With Alimentary Obesity,TRUE,69810,t-test,NA,NA,NA,2.230145469,There is a significant difference in the percentage of participants with adverse events since the start of the Reduxine (a weight loss medication) treatment between Overweight & Risk Factors and Obese patients.,
05bbf20a4308fdde29bb7a225a39b604,NCT01638000,NCT01638000,0.009,Logistic regression,INTERVENTIONAL,0,0,0,1,0,"Percentage of Participants With Improvement of Treatment Satisfaction Questionnaire - Likert Scale: ≥1, ≥2, ≥3, ≥4, ≥5, and 6-point Improvement From Baseline to Week 12",SECONDARY,Week 12 (≥1 point improvement) Odds Rato vs. Mirabegron,D053201; D014570; D001745,A Study to Evaluate the Efficacy and Safety of Mirabegron Compared to Solifenacin in Patients With Overactive Bladder Who Were Previously Treated With Another Medicine But Were Not Satisfied With That Treatment.,FALSE,1747,logistic_regression,NA,NA,NA,1.381772318,"There is a statistically significant association between the use of Solifenacin 5 mg and increased odds of a treatment satisfaction improvement of at least 1 point. Specifically, participants receiving Solifenacin 5 mg had 1.51 times the odds of achieving a treatment satisfaction improvement of at least 1 point compared to participants receiving Mirabegron 50 mg. ",
8180a499ceb9ad3e3f35f614182a5b7d,NCT01638000,NCT01638000,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Percentage of Participants With Improvement in Symptom Bother Score as Assessed by the OAB-q: ≥ 10 Points Improvement in OAB-q at Week 12 and Final Visit,SECONDARY,Week 12 Odds Ratio vs. Mirabegron,D053201; D014570; D001745,A Study to Evaluate the Efficacy and Safety of Mirabegron Compared to Solifenacin in Patients With Overactive Bladder Who Were Previously Treated With Another Medicine But Were Not Satisfied With That Treatment.,FALSE,1833,logistic_regression,NA,NA,NA,1.554596723,"There is a statistically significant association between the use of Solifenacin 5 mg and increased odds of achieving a clinically meaningful improvement in OAB-q Symptom Bother Score. Specifically, at Week 12, participants receiving Solifenacin 5 mg had 1.40 times the odds of achieving a clinically meaningful improvement in their symptom bother score compared to participants receiving Mirabegron 50 mg. ",
a086089357ffc267469570ca038f2434,NCT01631214,NCT01631214,0.008,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Percentage of Participants With New Vertebral Fractures Through Month 12,SECONDARY,NA,D010024,Study to Determine the Efficacy and Safety of Romosozumab in the Treatment of Postmenopausal Women With Osteoporosis,FALSE,3399,logistic_regression,NA,NA,NA,1.733107051,"There is a statistically significant association between the use of Romosozumab/Alendronate and decreased odds of having new vertebral fractures. Specifically, participants who received Romosozumab/Alendronate had 0.63 times the odds of having new vertebral fractures compared to those who received Alendronate/Alendronate. The analysis was conducted over a 12-month period.",
4855ee8037cddbf4f1d3f3a88d708d23,NCT01631214,NCT01631214,0.008,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Percentage of Participants With Multiple New or Worsening Vertebral Fractures Through Month 24,SECONDARY,NA,D010024,Study to Determine the Efficacy and Safety of Romosozumab in the Treatment of Postmenopausal Women With Osteoporosis,FALSE,3659,logistic_regression,NA,NA,NA,1.798038897,"There is a statistically significant association between the use of Romosozumab/Alendronate and decreased odds of having multiple new or worsening vertebral fractures. Specifically, participants who received Romosozumab/Alendronate had 0.51 times the odds of having multiple new or worsening vertebral fractures compared to those who received Alendronate/Alendronate. The analysis was conducted over a 24-month period.",
4317394dc84f638612ee8e3a878795ce,NCT01459653,NCT01459653,0.0079,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Predictors of Absolute Neutrophil Count,PRIMARY,Study drug dose (higher vs lower) as predictor for ANC,D009101; D009503; D064147; D000084462; D005334,"Multi-level Evaluation of Chemotherapy-induced Febrile Neutropenia Prophylaxis, Outcomes, and Determinants With Granulocyte-colony Stimulating Factor",FALSE,1185,logistic_regression,NA,NA,NA,1.013818618,"There is a statistically significant association between a higher study drug dose (EP2006) and a higher Absolute Neutrophil Count (ANC). Specifically, a higher study drug dose was associated with an 11% higher ANC compared to a lower dose.",
cd38dd57581d46f19568a3c0bd45bd91,NCT01459653,NCT01459653,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Modeling CIN/FN-related Chemotherapy Disturbance: Cycle Level,SECONDARY,Center type: academic-affiliated vs non-academic as center-level predictor for CIN/FN-related chemotherapy disturbance,D009101; D009503; D064147; D000084462; D005334,"Multi-level Evaluation of Chemotherapy-induced Febrile Neutropenia Prophylaxis, Outcomes, and Determinants With Granulocyte-colony Stimulating Factor",FALSE,1045,logistic_regression,NA,NA,NA,1.175404535,"There is a statistically significant association between the type of center where a patient is treated and the odds of a CIN/FN-related chemotherapy disturbance. Specifically, patients treated at academic-affiliated centers had 3.344 times the odds of a CIN/FN-related chemotherapy disturbance compared to those treated at non-academic centers.",
1c04f1881064c7c09b27807593ea5110,NCT01459653,NCT01459653,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Modeling FN Episode: Cycle Level,SECONDARY,History of anaemia at enrollment as patient-level predictor for FN episode,D009101; D009503; D064147; D000084462; D005334,"Multi-level Evaluation of Chemotherapy-induced Febrile Neutropenia Prophylaxis, Outcomes, and Determinants With Granulocyte-colony Stimulating Factor",FALSE,1273,logistic_regression,NA,NA,NA,1.296571544,"There is a statistically significant association between a higher ECOG score and increased odds of a Febrile Neutropenia (FN) episode. Specifically, for each 1-point increase in the ECOG score, the odds of an FN episode are 1.673 times higher.",
38b9198089b30d9b0d4919562a6fc59a,NCT01444430,NCT01444430,0.004,ANOVA,INTERVENTIONAL,0,0,0,1,0,Percent of Nights With Awakening(s) Due to Asthma,SECONDARY,NA,D001249,A 6 Month Safety Study Comparing Symbicort With Inhaled Corticosteroid Only in Asthmatic Adults and Adolescents,FALSE,11580,anova,2,NA,NA,1.710811048,There is a significant difference between Symbicort vs Inhaled Corticosteroid Only in the percent of nights with awakenings due to Asthma for adults and adolescents with Asthma. Symbicort appears to decrease the percentage of nights with awakenings due to Asthma compared to Inhaled Corticosteriod Only.	,
c7d720bc6d630e6e13ddc6231f8aff73,NCT01416194,NCT01416194,0.01,Linear regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Thyroid Disorders- Goitre,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,3831,linear_regression,NA,NA,NA,2.245342836,"The hazard rate of thyroid disorders-goitre in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Raloxifene.
",
e20c22cc3e3b72e3d6f995bc17929974,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Clinical Fractures,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),FALSE,3831,logistic_regression,NA,NA,NA,2.245342836,"The hazard rate of clinical fractures in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Raloxifene.
",
97698c6fdc69503b3ecd7a0553ed82dc,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Venous Thromboembolism (VTE),PRIMARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,logistic_regression,NA,NA,NA,3.197730184,"The hazard rate of VTE in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
48fe777d351bc77046c7d7c3f2f65414,NCT01416194,NCT01416194,0.01,Linear regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Renal Failure,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,linear_regression,NA,NA,NA,3.197730184,"The hazard rate of renal failure in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
6c9d371e1750a7e5f95cf18b5f9ce3bf,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Ischemic Stroke,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,logistic_regression,NA,NA,NA,3.197730184,"The hazard rate of ischemic stroke in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
def75ff921e6174003c7253a830b5d4c,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Hypertriglyceridemia,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,logistic_regression,NA,NA,NA,3.197730184,"The hazard rate of hypertriglyceridemia in patients with postmenopausal osteoporosis being treated with Bazedoxifene is higher than with Bisphosphonate.
",
34ff9de565eaac65db89cb74bb1c0d2e,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Clinical Fractures,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,logistic_regression,NA,NA,NA,3.197730184,"The hazard rate of clinical fractures in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
9361371adea3600937183f5ebc2a06bd,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Cardiac Disorders,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),FALSE,7777,logistic_regression,NA,NA,NA,3.197730184,"The hazard rate of cardiac disorders in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
9f12ef5a162137470ca78eeb39f1c668,NCT01416194,NCT01416194,0.01,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of Biliary Events,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,logistic_regression,NA,NA,NA,3.197730184,"The hazard rate of biliary events in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
b641d3e7379df254f271122495a9c17b,NCT01416194,NCT01416194,0.01,Linear regression,OBSERVATIONAL,0,0,0,0,0,Cumulative Incidence of All Malignancies,SECONDARY,The hazard ratio from Cox proportional hazard regression models was used for comparison of event rates of the primary and secondary endpoints in each treatment group. Statistical two-sided tests was used with a significance level of 0.05.,D010024; D015663,Bazedoxifene Post Approval Safety Study (PASS) in the European Union (EU),TRUE,7777,linear_regression,NA,NA,NA,3.197730184,"The hazard rate of all malignancies in patients with postmenopausal osteoporosis being treated with Bazedoxifene is lower than with Bisphosphonate.
",
42089f11d604bb6aac6a0d3043db7e40,NCT01381406,NCT01381406,0.007,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Incidence Rate Per 100 Person Years of Hospitalization or Emergency Department (ED) Visit Related to Exacerbation of Chronic Obstructive Pulmonary Disease (COPD),PRIMARY,NA,D008171; D008173; D029424,Impact of Initiating Tiotropium Alone Versus Initiating Tiotropium in Combination With Fluticasone Propionate/Salmeterol Xinafoate Combination (FSC) on Chronic Obstructive Pulmonary Disease-related Outcomes in Patients With Pre-existing Exacerbations,FALSE,3333,logistic_regression,NA,NA,NA,1.522601842,"There is a statistically significant association between the use of TIO + FSC combination therapy and a decreased incidence rate of COPD exacerbations. Specifically, the hazard of a COPD exacerbation was 0.772 times lower for patients receiving TIO + FSC combination therapy compared to those receiving TIO alone.",
e7affd7a2ccc144b66b29f3a9d2029c0,NCT01368185,NCT01368185,0.01,Two-sample t-test,OBSERVATIONAL,0,0,0,0,0,Serum Uric Acid (SUA) Level,PRIMARY,Comparison between Month 3 and Baseline,D006973,Impact of MK-0954A on Uric Acid in the Management of Hypertension (MK-0954A-366),TRUE,1705,t-test,NA,NA,NA,1.499538826,There is an increase in SUA in participants with hypertension who had been treated with MK-0954A (losartan potassium 50 mg + hydrochlorothiazide 12.5 mg) for at least three months.,
9d367e9b10951cb6a1b0bdf5bab56e85,NCT01368185,NCT01368185,0.01,Two-sample t-test,OBSERVATIONAL,0,0,0,0,0,Systolic Blood Pressure (SBP),SECONDARY,Comparison between Month 3 and Baseline,D006973,Impact of MK-0954A on Uric Acid in the Management of Hypertension (MK-0954A-366),TRUE,1705,t-test,NA,NA,NA,1.499538826,There is a decrease in SBP in participants with hypertension who had been treated with MK-0954A (losartan potassium 50 mg + hydrochlorothiazide 12.5 mg) for at least three months.,
7bbf5de079e8fced5f1bbeee61827534,NCT01368185,NCT01368185,0.01,Two-sample t-test,OBSERVATIONAL,0,0,0,0,0,Diastolic Blood Pressure (DBP),SECONDARY,Comparison between Month 3 and Baseline,D006973,Impact of MK-0954A on Uric Acid in the Management of Hypertension (MK-0954A-366),TRUE,1705,t-test,NA,NA,NA,1.499538826,There is a decrease in DBP in participants with hypertension who had been treated with MK-0954A (losartan potassium 50 mg + hydrochlorothiazide 12.5 mg) for at least three months.,
